,Generated Text,Actual Text
171,"You have received this message because someone has attempted to send you an e-mail from outside of Enron with an attachment type that Enron does not allow into our messaging environment
Your e-mail has been quarantined and is being held at the MailSweeper server",An Inbound Message For You Has Been Quarantined
172,"Enron employees not participating in contract parking are eligible to receive Metro Bus Passes or Woodlands Express Passes
You may pick up a bus pass from the Parking & Transportation Desk, on Level 3 of the Enron Building, from 8:30 AM to 4:30 PM","Metro Bus Passes and Woodlands Express Passes Available Effective   Friday, December 28, 2001"
173,"With the filing of the Hart-Scott-Rodino application last week, it looks like our updated launch timeline is as follows
Note that it is still possible that this timeline could shift:  Week of Jan 28:  We will distribute a packet to each of the Originators/Traders who have volounteered to call customers and assist in getting signed Password Applications",Online Launch Plan Update
174,"Rebecca,  I share some of your concerns regarding Mr Sud",Mr. Sud
175,"This is a reminder of Enron's Email retention policy
The Email retention policy provides as follows:  Message Location - Maximum Retention Inbox - 30 days Sent Mail Folder - 30 days Trash/Deleted Items - Rollover from Inbox for one day Folders - All Email messages placed in folders will be destroyed after one calendar year",Email Retention Policy
176,"Forgot to tell you that Joe and I went to see the Jim Rome show when he was  in Houston a couple of weeks ago 
It was pretty good",Misc
177,Rod:  I'm thinking ahead with respect to Enron Corp/Hickerson matters,Your workload
178,"We do not have any executed docs to send to Morgan Stanley to open the  account
Lauren is awaiting signatures",Enron India LLC
179,"Dear
Mr",Neumin Master
180,"Please respond to freetrialPetroleum Argus is offering you a FREE no-obligation trial to its leading publications (more detailed information is available in the file attached to this message: WAFLDhtm):  Weekly Petroleum Argus This weekly newsletter is a senior management brief which reports the major developments in the petroleum industry, including corporate strategy and finance, geopolitical news, investment, mergers and acquisitions, oil industry trends, and Opec news",Petroleum Argus (WAFLD.htm)
181,"This date works for me so I will assume that Julie will be going
I will  work on flight  arrangements for Julie and I unless you think you might be  going",Meeting in L.A.
182,"Version 20 of the ClickAtHome Portal is now available!
Log into www",ClickAtHome Portal is HERE!
183,"In anticipation of the imminent closing of the UBSW Energy transaction, please have all outstanding employee expenses in your possession filed through Enron's XMS system as soon as possible
Note to approvers - please approve these expense reports quickly",Expense Reports
184,"Bring on that holiday feeling!
The spicy sweetness of grandma's cranberry sauce spills from the  kitchen, and you've been humming your favorite carol all day
That  irresistible holiday spirit is here",Over 250 festive new items
185,"Here's how it is shaping up:  We have a fence appointment for noon, the Wednesday before Thanksgiving
That is the first opening, but there is always a chance of a cancellation",Odds N Ends
186,"jenny, i'd really like to be able to set my curves through Dec '03 without having to  freak with that gd",curve setting
187,"Guys, I will forward the info as it becomes available
There appears to be  one project in Texas and one in California which are well down the  development road",Wind Info/Cost to Build
188,"Dear Brownie Parents, Your Brownie should bring home an entry form for  STRIDERS, a Girl Scout track and field day, from the troop meeting  today
Please return is ASAP, or by 11/13 at the  latest",STRIDERS
189,"I am pleased to announce the following organizational changes within EGM Operations & Accounting effective immediately:  Todd Hall will be relocating to London and will assume responsibility for all EGM operational activities in London including Risk Management, Confirmations, Coordination & Settlements and Trade Accounting
Todd will be working closely with the EGM business unit heads in London to ensure their businesses are being supported in an effective and efficient manner",EGM Operations & Accounting Organizational Changes
190,"Lee,  Here is the Agave I/C agreement
I made a few changes",Agave Interconnect Agreement
191,"Hi Phil Just want to make arrangements for Sam's party Sat, at the zoo, at 1000 with  the Foelbers( no parent), Millers(no parent) and you'all  - You are invited  with the girls and could meet us at the zoo or, if you want a more leisurely  morning, we could pick up Eleanor and/or Alice and bring them home
If we  were to pick them up, we would swing around about 945",Sam's birthday
192,"The open season for CIG's Parachute Creek lateral will end next Friday, Nov 30",CIG Open Season Closes Nov. 30
193,"I wanted to commend the real time group for their efforts
For the past 6 month, I've noticed a dramatic difference in the accuracy of deal entry in Enpower",GOOD JOB
194,"Christi will be holding a conference call tomorrow, Wednesday, November 28 regarding the above subject
Details are listed below",Enron response to Market based rates issues
195,"All LIM MIMIC & Excel Add-in Users within Enron,                 This past week LIM software was upgraded to reflect LIM latest versions
If you are experiencing problems with MIMIC or the XMIM Excel Addin, please restart your machine for the latest changes to take effect, then follow the instructions for your specific application",LIM Software Upgrade Notice
196,"Matthew:  Thanks for taking the time to chat this morning
I am looking for a copy of  the EnronCredit",ISDA Master Agreement
197,"Please be aware that there is an email circulating the Enron messaging environment !!!
The infected email has the following characteristics : Subject :	Hi Body :	Hi, I found a cool site!
<web link> It's really cool!
An alternative version of the infected email also have an Excel spreadsheet attachment
If you receive this email, DELETE it immediately",URGENT! URGENT! VIRUS ALERT!
198,"Well, you two really raised the bar with that celebration
It was just  fantastic",A New Standard
199,"Joe,  This is a message from the Japanese guy interested in energy risk management
Please, let me know if you want somebody from your organization at the  meeting",A visit
200,"Hi Evening MBA students,  If you plan to graduate this semester for a December 2001 degree, will you  please come by the Evening MBA office soon (by Tuesday, September 25 at the  latest) and fill out an Application for Candidacy form?
We have your fall transcript to assist you in filling out the form
Since  we need your original signature, an office visit is best",planning to graduate this semester?
201,"Sara - Please let me know if you are going to be ok in all the upheaval and if you will ever agree to see me?
(those are 2 separate inquiries)
Sam

",Sam Chawkin
202,"A meeting has been scheduled on 3/16 with the California Fish and Game to  discuss the following issues:  1)presentaiton of the 1999 and 2000 annual  reports which are required by the facility's 2081 permit
2) developing an  agreement with F&G as to how the 41 acre credits held by EOTT will be managed  to ensure compliance with requirements of the F&G",weekly environmental activity report-Roswell Area
